Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Capacity_Ah,Elapsed
111,2025-04-29 09:00:40,0.001,2025,04,29,09,00,40,0.6081111111111112,0 days 00:07:01
111,2025-04-29 09:00:41,4.008,2025,04,29,09,00,41,,
111,2025-04-29 09:00:42,4.007,2025,04,29,09,00,42,,
111,2025-04-29 09:00:43,4.007,2025,04,29,09,00,43,,
111,2025-04-29 09:00:44,4.008,2025,04,29,09,00,44,,
111,2025-04-29 09:00:45,4.007,2025,04,29,09,00,45,,
111,2025-04-29 09:00:46,4.006,2025,04,29,09,00,46,,
111,2025-04-29 09:00:47,4.007,2025,04,29,09,00,47,,
111,2025-04-29 09:00:48,4.007,2025,04,29,09,00,48,,
111,2025-04-29 09:00:49,4.007,2025,04,29,09,00,49,,
111,2025-04-29 09:00:50,4.007,2025,04,29,09,00,50,,
111,2025-04-29 09:00:51,4.007,2025,04,29,09,00,51,,
111,2025-04-29 09:00:52,4.006,2025,04,29,09,00,52,,
111,2025-04-29 09:00:53,4.007,2025,04,29,09,00,53,,
111,2025-04-29 09:00:54,4.007,2025,04,29,09,00,54,,
111,2025-04-29 09:00:55,4.007,2025,04,29,09,00,55,,
111,2025-04-29 09:00:56,4.007,2025,04,29,09,00,56,,
111,2025-04-29 09:00:57,4.007,2025,04,29,09,00,57,,
111,2025-04-29 09:00:58,4.007,2025,04,29,09,00,58,,
111,2025-04-29 09:00:59,4.007,2025,04,29,09,00,59,,
111,2025-04-29 09:01:00,4.006,2025,04,29,09,01,0,,
111,2025-04-29 09:01:01,4.007,2025,04,29,09,01,1,,
111,2025-04-29 09:01:02,4.007,2025,04,29,09,01,2,,
111,2025-04-29 09:01:03,4.007,2025,04,29,09,01,3,,
111,2025-04-29 09:01:04,4.007,2025,04,29,09,01,4,,
111,2025-04-29 09:01:05,4.007,2025,04,29,09,01,5,,
111,2025-04-29 09:01:06,4.007,2025,04,29,09,01,6,,
111,2025-04-29 09:01:07,4.007,2025,04,29,09,01,7,,
111,2025-04-29 09:01:08,4.007,2025,04,29,09,01,8,,
111,2025-04-29 09:01:09,4.007,2025,04,29,09,01,9,,
111,2025-04-29 09:01:10,4.007,2025,04,29,09,01,10,,
111,2025-04-29 09:01:11,4.006,2025,04,29,09,01,11,,
111,2025-04-29 09:01:12,4.006,2025,04,29,09,01,12,,
111,2025-04-29 09:01:13,4.007,2025,04,29,09,01,13,,
111,2025-04-29 09:01:14,4.006,2025,04,29,09,01,14,,
111,2025-04-29 09:01:15,4.007,2025,04,29,09,01,15,,
111,2025-04-29 09:01:16,4.007,2025,04,29,09,01,16,,
111,2025-04-29 09:01:17,4.007,2025,04,29,09,01,17,,
111,2025-04-29 09:01:18,4.007,2025,04,29,09,01,18,,
111,2025-04-29 09:01:19,4.007,2025,04,29,09,01,19,,
111,2025-04-29 09:01:20,4.007,2025,04,29,09,01,20,,
111,2025-04-29 09:01:21,4.007,2025,04,29,09,01,21,,
111,2025-04-29 09:01:22,4.007,2025,04,29,09,01,22,,
111,2025-04-29 09:01:23,4.007,2025,04,29,09,01,23,,
111,2025-04-29 09:01:24,4.007,2025,04,29,09,01,24,,
111,2025-04-29 09:01:25,4.007,2025,04,29,09,01,25,,
111,2025-04-29 09:01:26,4.007,2025,04,29,09,01,26,,
111,2025-04-29 09:01:27,4.007,2025,04,29,09,01,27,,
111,2025-04-29 09:01:28,4.008,2025,04,29,09,01,28,,
111,2025-04-29 09:01:29,4.007,2025,04,29,09,01,29,,
111,2025-04-29 09:01:30,4.007,2025,04,29,09,01,30,,
111,2025-04-29 09:01:31,4.007,2025,04,29,09,01,31,,
111,2025-04-29 09:01:32,4.007,2025,04,29,09,01,32,,
111,2025-04-29 09:01:33,4.007,2025,04,29,09,01,33,,
111,2025-04-29 09:01:34,4.007,2025,04,29,09,01,34,,
111,2025-04-29 09:01:35,4.007,2025,04,29,09,01,35,,
111,2025-04-29 09:01:36,4.007,2025,04,29,09,01,36,,
111,2025-04-29 09:01:37,4.007,2025,04,29,09,01,37,,
111,2025-04-29 09:01:38,4.007,2025,04,29,09,01,38,,
111,2025-04-29 09:01:39,4.008,2025,04,29,09,01,39,,
111,2025-04-29 09:01:40,4.006,2025,04,29,09,01,40,,
111,2025-04-29 09:01:41,4.007,2025,04,29,09,01,41,,
111,2025-04-29 09:01:42,4.007,2025,04,29,09,01,42,,
111,2025-04-29 09:01:43,4.007,2025,04,29,09,01,43,,
111,2025-04-29 09:01:44,4.007,2025,04,29,09,01,44,,
111,2025-04-29 09:01:45,4.006,2025,04,29,09,01,45,,
111,2025-04-29 09:01:46,4.007,2025,04,29,09,01,46,,
111,2025-04-29 09:01:47,4.007,2025,04,29,09,01,47,,
111,2025-04-29 09:01:48,4.006,2025,04,29,09,01,48,,
111,2025-04-29 09:01:49,4.006,2025,04,29,09,01,49,,
111,2025-04-29 09:01:50,4.007,2025,04,29,09,01,50,,
111,2025-04-29 09:01:51,4.007,2025,04,29,09,01,51,,
111,2025-04-29 09:01:52,4.007,2025,04,29,09,01,52,,
111,2025-04-29 09:01:53,4.006,2025,04,29,09,01,53,,
111,2025-04-29 09:01:54,4.006,2025,04,29,09,01,54,,
111,2025-04-29 09:01:55,4.007,2025,04,29,09,01,55,,
111,2025-04-29 09:01:56,4.006,2025,04,29,09,01,56,,
111,2025-04-29 09:01:57,4.007,2025,04,29,09,01,57,,
111,2025-04-29 09:01:58,4.007,2025,04,29,09,01,58,,
111,2025-04-29 09:01:59,4.007,2025,04,29,09,01,59,,
111,2025-04-29 09:02:00,4.007,2025,04,29,09,02,0,,
111,2025-04-29 09:02:01,4.007,2025,04,29,09,02,1,,
111,2025-04-29 09:02:02,4.007,2025,04,29,09,02,2,,
111,2025-04-29 09:02:03,4.007,2025,04,29,09,02,3,,
111,2025-04-29 09:02:04,4.007,2025,04,29,09,02,4,,
111,2025-04-29 09:02:05,4.007,2025,04,29,09,02,5,,
111,2025-04-29 09:02:06,4.007,2025,04,29,09,02,6,,
111,2025-04-29 09:02:07,4.007,2025,04,29,09,02,7,,
