Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Capacity_Ah,Elapsed
111,2025-05-07 15:03:26,0.002,2025,05,07,15,03,26,4.654,0 days 00:53:42
111,2025-05-07 15:03:27,5.207,2025,05,07,15,03,27,,
111,2025-05-07 15:03:28,5.207,2025,05,07,15,03,28,,
111,2025-05-07 15:03:29,5.207,2025,05,07,15,03,29,,
111,2025-05-07 15:03:30,5.207,2025,05,07,15,03,30,,
111,2025-05-07 15:03:31,5.207,2025,05,07,15,03,31,,
111,2025-05-07 15:03:32,5.207,2025,05,07,15,03,32,,
111,2025-05-07 15:03:33,5.207,2025,05,07,15,03,33,,
111,2025-05-07 15:03:34,5.207,2025,05,07,15,03,34,,
111,2025-05-07 15:03:35,5.207,2025,05,07,15,03,35,,
111,2025-05-07 15:03:36,5.207,2025,05,07,15,03,36,,
111,2025-05-07 15:03:37,5.207,2025,05,07,15,03,37,,
111,2025-05-07 15:03:38,5.207,2025,05,07,15,03,38,,
111,2025-05-07 15:03:39,5.207,2025,05,07,15,03,39,,
111,2025-05-07 15:03:40,5.207,2025,05,07,15,03,40,,
111,2025-05-07 15:03:41,5.207,2025,05,07,15,03,41,,
111,2025-05-07 15:03:42,5.207,2025,05,07,15,03,42,,
111,2025-05-07 15:03:43,5.207,2025,05,07,15,03,43,,
111,2025-05-07 15:03:44,5.207,2025,05,07,15,03,44,,
111,2025-05-07 15:03:45,5.207,2025,05,07,15,03,45,,
111,2025-05-07 15:03:46,5.207,2025,05,07,15,03,46,,
111,2025-05-07 15:03:47,5.207,2025,05,07,15,03,47,,
111,2025-05-07 15:03:48,5.207,2025,05,07,15,03,48,,
111,2025-05-07 15:03:49,5.207,2025,05,07,15,03,49,,
111,2025-05-07 15:03:50,5.207,2025,05,07,15,03,50,,
111,2025-05-07 15:03:51,5.207,2025,05,07,15,03,51,,
111,2025-05-07 15:03:52,5.207,2025,05,07,15,03,52,,
111,2025-05-07 15:03:53,5.207,2025,05,07,15,03,53,,
111,2025-05-07 15:03:54,5.207,2025,05,07,15,03,54,,
111,2025-05-07 15:03:55,5.207,2025,05,07,15,03,55,,
111,2025-05-07 15:03:56,5.207,2025,05,07,15,03,56,,
111,2025-05-07 15:03:57,5.207,2025,05,07,15,03,57,,
111,2025-05-07 15:03:58,5.207,2025,05,07,15,03,58,,
111,2025-05-07 15:03:59,5.207,2025,05,07,15,03,59,,
111,2025-05-07 15:04:00,5.207,2025,05,07,15,04,0,,
111,2025-05-07 15:04:01,5.207,2025,05,07,15,04,1,,
111,2025-05-07 15:04:02,5.207,2025,05,07,15,04,2,,
111,2025-05-07 15:04:03,5.207,2025,05,07,15,04,3,,
111,2025-05-07 15:04:04,5.207,2025,05,07,15,04,4,,
111,2025-05-07 15:04:05,5.207,2025,05,07,15,04,5,,
111,2025-05-07 15:04:06,5.207,2025,05,07,15,04,6,,
111,2025-05-07 15:04:07,5.207,2025,05,07,15,04,7,,
111,2025-05-07 15:04:08,5.207,2025,05,07,15,04,8,,
111,2025-05-07 15:04:09,5.207,2025,05,07,15,04,9,,
111,2025-05-07 15:04:10,5.207,2025,05,07,15,04,10,,
111,2025-05-07 15:04:11,5.207,2025,05,07,15,04,11,,
111,2025-05-07 15:04:12,5.207,2025,05,07,15,04,12,,
111,2025-05-07 15:04:13,5.207,2025,05,07,15,04,13,,
111,2025-05-07 15:04:14,5.207,2025,05,07,15,04,14,,
111,2025-05-07 15:04:15,5.207,2025,05,07,15,04,15,,
111,2025-05-07 15:04:16,5.207,2025,05,07,15,04,16,,
111,2025-05-07 15:04:17,5.207,2025,05,07,15,04,17,,
111,2025-05-07 15:04:18,5.207,2025,05,07,15,04,18,,
111,2025-05-07 15:04:19,5.207,2025,05,07,15,04,19,,
111,2025-05-07 15:04:20,5.207,2025,05,07,15,04,20,,
111,2025-05-07 15:04:21,5.207,2025,05,07,15,04,21,,
111,2025-05-07 15:04:22,5.207,2025,05,07,15,04,22,,
111,2025-05-07 15:04:23,5.207,2025,05,07,15,04,23,,
111,2025-05-07 15:04:24,5.207,2025,05,07,15,04,24,,
111,2025-05-07 15:04:25,5.207,2025,05,07,15,04,25,,
111,2025-05-07 15:04:26,5.207,2025,05,07,15,04,26,,
111,2025-05-07 15:04:27,5.208,2025,05,07,15,04,27,,
111,2025-05-07 15:04:28,5.207,2025,05,07,15,04,28,,
111,2025-05-07 15:04:29,5.207,2025,05,07,15,04,29,,
111,2025-05-07 15:04:30,5.207,2025,05,07,15,04,30,,
111,2025-05-07 15:04:31,5.208,2025,05,07,15,04,31,,
111,2025-05-07 15:04:32,5.207,2025,05,07,15,04,32,,
111,2025-05-07 15:04:33,5.207,2025,05,07,15,04,33,,
111,2025-05-07 15:04:34,5.207,2025,05,07,15,04,34,,
111,2025-05-07 15:04:35,5.207,2025,05,07,15,04,35,,
111,2025-05-07 15:04:36,5.207,2025,05,07,15,04,36,,
111,2025-05-07 15:04:37,5.207,2025,05,07,15,04,37,,
111,2025-05-07 15:04:38,5.207,2025,05,07,15,04,38,,
111,2025-05-07 15:04:39,5.207,2025,05,07,15,04,39,,
111,2025-05-07 15:04:40,5.207,2025,05,07,15,04,40,,
111,2025-05-07 15:04:41,5.207,2025,05,07,15,04,41,,
111,2025-05-07 15:04:42,5.208,2025,05,07,15,04,42,,
111,2025-05-07 15:04:43,5.208,2025,05,07,15,04,43,,
111,2025-05-07 15:04:44,5.207,2025,05,07,15,04,44,,
111,2025-05-07 15:04:45,5.207,2025,05,07,15,04,45,,
111,2025-05-07 15:04:46,5.207,2025,05,07,15,04,46,,
111,2025-05-07 15:04:47,5.207,2025,05,07,15,04,47,,
111,2025-05-07 15:04:48,5.207,2025,05,07,15,04,48,,
111,2025-05-07 15:04:49,5.207,2025,05,07,15,04,49,,
111,2025-05-07 15:04:50,5.207,2025,05,07,15,04,50,,
111,2025-05-07 15:04:51,5.207,2025,05,07,15,04,51,,
111,2025-05-07 15:04:52,5.207,2025,05,07,15,04,52,,
111,2025-05-07 15:04:53,5.207,2025,05,07,15,04,53,,
111,2025-05-07 15:04:54,5.207,2025,05,07,15,04,54,,
111,2025-05-07 15:04:55,5.207,2025,05,07,15,04,55,,
111,2025-05-07 15:04:56,5.208,2025,05,07,15,04,56,,
111,2025-05-07 15:04:57,5.207,2025,05,07,15,04,57,,
111,2025-05-07 15:04:58,5.207,2025,05,07,15,04,58,,
111,2025-05-07 15:04:59,5.207,2025,05,07,15,04,59,,
111,2025-05-07 15:05:00,5.208,2025,05,07,15,05,0,,
111,2025-05-07 15:05:01,5.207,2025,05,07,15,05,1,,
111,2025-05-07 15:05:02,5.207,2025,05,07,15,05,2,,
111,2025-05-07 15:05:03,5.208,2025,05,07,15,05,3,,
111,2025-05-07 15:05:04,5.207,2025,05,07,15,05,4,,
111,2025-05-07 15:05:05,5.207,2025,05,07,15,05,5,,
111,2025-05-07 15:05:06,5.208,2025,05,07,15,05,6,,
111,2025-05-07 15:05:07,5.208,2025,05,07,15,05,7,,
111,2025-05-07 15:05:08,5.207,2025,05,07,15,05,8,,
111,2025-05-07 15:05:09,5.207,2025,05,07,15,05,9,,
111,2025-05-07 15:05:10,5.207,2025,05,07,15,05,10,,
111,2025-05-07 15:05:11,5.207,2025,05,07,15,05,11,,
111,2025-05-07 15:05:12,5.207,2025,05,07,15,05,12,,
111,2025-05-07 15:05:13,5.207,2025,05,07,15,05,13,,
111,2025-05-07 15:05:14,5.207,2025,05,07,15,05,14,,
111,2025-05-07 15:05:15,5.207,2025,05,07,15,05,15,,
111,2025-05-07 15:05:16,5.207,2025,05,07,15,05,16,,
111,2025-05-07 15:05:17,5.208,2025,05,07,15,05,17,,
111,2025-05-07 15:05:18,5.208,2025,05,07,15,05,18,,
111,2025-05-07 15:05:19,5.207,2025,05,07,15,05,19,,
111,2025-05-07 15:05:20,5.207,2025,05,07,15,05,20,,
111,2025-05-07 15:05:21,5.207,2025,05,07,15,05,21,,
111,2025-05-07 15:05:22,5.207,2025,05,07,15,05,22,,
111,2025-05-07 15:05:23,5.207,2025,05,07,15,05,23,,
111,2025-05-07 15:05:24,5.207,2025,05,07,15,05,24,,
111,2025-05-07 15:05:25,5.207,2025,05,07,15,05,25,,
111,2025-05-07 15:05:26,5.207,2025,05,07,15,05,26,,
111,2025-05-07 15:05:27,5.207,2025,05,07,15,05,27,,
111,2025-05-07 15:05:28,5.208,2025,05,07,15,05,28,,
111,2025-05-07 15:05:29,5.207,2025,05,07,15,05,29,,
111,2025-05-07 15:05:30,5.207,2025,05,07,15,05,30,,
111,2025-05-07 15:05:31,5.207,2025,05,07,15,05,31,,
111,2025-05-07 15:05:32,5.207,2025,05,07,15,05,32,,
111,2025-05-07 15:05:33,5.207,2025,05,07,15,05,33,,
111,2025-05-07 15:05:34,5.208,2025,05,07,15,05,34,,
111,2025-05-07 15:05:35,5.207,2025,05,07,15,05,35,,
111,2025-05-07 15:05:36,5.207,2025,05,07,15,05,36,,
111,2025-05-07 15:05:37,5.207,2025,05,07,15,05,37,,
111,2025-05-07 15:05:38,5.207,2025,05,07,15,05,38,,
111,2025-05-07 15:05:39,5.207,2025,05,07,15,05,39,,
111,2025-05-07 15:05:40,5.207,2025,05,07,15,05,40,,
111,2025-05-07 15:05:41,5.207,2025,05,07,15,05,41,,
111,2025-05-07 15:05:42,5.207,2025,05,07,15,05,42,,
111,2025-05-07 15:05:43,5.207,2025,05,07,15,05,43,,
111,2025-05-07 15:05:44,5.207,2025,05,07,15,05,44,,
111,2025-05-07 15:05:45,5.207,2025,05,07,15,05,45,,
111,2025-05-07 15:05:46,5.208,2025,05,07,15,05,46,,
111,2025-05-07 15:05:47,5.207,2025,05,07,15,05,47,,
111,2025-05-07 15:05:48,5.207,2025,05,07,15,05,48,,
111,2025-05-07 15:05:49,5.208,2025,05,07,15,05,49,,
111,2025-05-07 15:05:50,5.207,2025,05,07,15,05,50,,
111,2025-05-07 15:05:51,5.207,2025,05,07,15,05,51,,
111,2025-05-07 15:05:52,5.207,2025,05,07,15,05,52,,
111,2025-05-07 15:05:53,5.207,2025,05,07,15,05,53,,
111,2025-05-07 15:05:54,5.207,2025,05,07,15,05,54,,
111,2025-05-07 15:05:55,5.207,2025,05,07,15,05,55,,
111,2025-05-07 15:05:56,5.207,2025,05,07,15,05,56,,
111,2025-05-07 15:05:57,5.207,2025,05,07,15,05,57,,
111,2025-05-07 15:05:58,5.208,2025,05,07,15,05,58,,
111,2025-05-07 15:05:59,5.207,2025,05,07,15,05,59,,
111,2025-05-07 15:06:00,5.207,2025,05,07,15,06,0,,
111,2025-05-07 15:06:01,5.207,2025,05,07,15,06,1,,
111,2025-05-07 15:06:02,5.207,2025,05,07,15,06,2,,
111,2025-05-07 15:06:03,5.207,2025,05,07,15,06,3,,
111,2025-05-07 15:06:04,5.207,2025,05,07,15,06,4,,
111,2025-05-07 15:06:05,5.207,2025,05,07,15,06,5,,
111,2025-05-07 15:06:06,5.207,2025,05,07,15,06,6,,
111,2025-05-07 15:06:07,5.208,2025,05,07,15,06,7,,
111,2025-05-07 15:06:08,5.207,2025,05,07,15,06,8,,
111,2025-05-07 15:06:09,5.208,2025,05,07,15,06,9,,
111,2025-05-07 15:06:10,5.208,2025,05,07,15,06,10,,
111,2025-05-07 15:06:11,5.208,2025,05,07,15,06,11,,
111,2025-05-07 15:06:12,5.208,2025,05,07,15,06,12,,
111,2025-05-07 15:06:13,5.207,2025,05,07,15,06,13,,
111,2025-05-07 15:06:14,5.208,2025,05,07,15,06,14,,
111,2025-05-07 15:06:15,5.207,2025,05,07,15,06,15,,
111,2025-05-07 15:06:16,5.207,2025,05,07,15,06,16,,
111,2025-05-07 15:06:17,5.207,2025,05,07,15,06,17,,
111,2025-05-07 15:06:18,5.208,2025,05,07,15,06,18,,
111,2025-05-07 15:06:19,5.207,2025,05,07,15,06,19,,
111,2025-05-07 15:06:20,5.208,2025,05,07,15,06,20,,
111,2025-05-07 15:06:21,5.207,2025,05,07,15,06,21,,
111,2025-05-07 15:06:22,5.207,2025,05,07,15,06,22,,
111,2025-05-07 15:06:23,5.208,2025,05,07,15,06,23,,
111,2025-05-07 15:06:24,5.207,2025,05,07,15,06,24,,
111,2025-05-07 15:06:25,5.207,2025,05,07,15,06,25,,
111,2025-05-07 15:06:26,5.208,2025,05,07,15,06,26,,
111,2025-05-07 15:06:27,5.207,2025,05,07,15,06,27,,
111,2025-05-07 15:06:28,5.207,2025,05,07,15,06,28,,
111,2025-05-07 15:06:29,5.207,2025,05,07,15,06,29,,
111,2025-05-07 15:06:30,5.207,2025,05,07,15,06,30,,
111,2025-05-07 15:06:31,5.207,2025,05,07,15,06,31,,
111,2025-05-07 15:06:32,5.207,2025,05,07,15,06,32,,
111,2025-05-07 15:06:33,5.207,2025,05,07,15,06,33,,
111,2025-05-07 15:06:34,5.207,2025,05,07,15,06,34,,
111,2025-05-07 15:06:35,5.207,2025,05,07,15,06,35,,
111,2025-05-07 15:06:36,5.208,2025,05,07,15,06,36,,
111,2025-05-07 15:06:37,5.207,2025,05,07,15,06,37,,
111,2025-05-07 15:06:38,5.207,2025,05,07,15,06,38,,
111,2025-05-07 15:06:39,5.207,2025,05,07,15,06,39,,
111,2025-05-07 15:06:40,5.207,2025,05,07,15,06,40,,
111,2025-05-07 15:06:41,5.207,2025,05,07,15,06,41,,
111,2025-05-07 15:06:42,5.207,2025,05,07,15,06,42,,
111,2025-05-07 15:06:43,5.207,2025,05,07,15,06,43,,
111,2025-05-07 15:06:44,5.208,2025,05,07,15,06,44,,
111,2025-05-07 15:06:45,5.208,2025,05,07,15,06,45,,
111,2025-05-07 15:06:46,5.207,2025,05,07,15,06,46,,
111,2025-05-07 15:06:47,5.208,2025,05,07,15,06,47,,
111,2025-05-07 15:06:48,5.207,2025,05,07,15,06,48,,
111,2025-05-07 15:06:49,5.207,2025,05,07,15,06,49,,
111,2025-05-07 15:06:50,5.208,2025,05,07,15,06,50,,
111,2025-05-07 15:06:51,5.207,2025,05,07,15,06,51,,
111,2025-05-07 15:06:52,5.207,2025,05,07,15,06,52,,
111,2025-05-07 15:06:53,5.208,2025,05,07,15,06,53,,
111,2025-05-07 15:06:54,5.208,2025,05,07,15,06,54,,
111,2025-05-07 15:06:55,5.207,2025,05,07,15,06,55,,
111,2025-05-07 15:06:56,5.208,2025,05,07,15,06,56,,
111,2025-05-07 15:06:57,5.208,2025,05,07,15,06,57,,
111,2025-05-07 15:06:58,5.207,2025,05,07,15,06,58,,
111,2025-05-07 15:06:59,5.208,2025,05,07,15,06,59,,
111,2025-05-07 15:07:00,5.207,2025,05,07,15,07,0,,
111,2025-05-07 15:07:01,5.208,2025,05,07,15,07,1,,
111,2025-05-07 15:07:02,5.207,2025,05,07,15,07,2,,
111,2025-05-07 15:07:03,5.207,2025,05,07,15,07,3,,
111,2025-05-07 15:07:04,5.208,2025,05,07,15,07,4,,
111,2025-05-07 15:07:05,5.207,2025,05,07,15,07,5,,
111,2025-05-07 15:07:06,5.207,2025,05,07,15,07,6,,
111,2025-05-07 15:07:07,5.207,2025,05,07,15,07,7,,
111,2025-05-07 15:07:08,5.207,2025,05,07,15,07,8,,
111,2025-05-07 15:07:09,5.207,2025,05,07,15,07,9,,
111,2025-05-07 15:07:10,5.207,2025,05,07,15,07,10,,
111,2025-05-07 15:07:11,5.208,2025,05,07,15,07,11,,
111,2025-05-07 15:07:12,5.207,2025,05,07,15,07,12,,
111,2025-05-07 15:07:13,5.207,2025,05,07,15,07,13,,
111,2025-05-07 15:07:14,5.207,2025,05,07,15,07,14,,
111,2025-05-07 15:07:15,5.208,2025,05,07,15,07,15,,
111,2025-05-07 15:07:16,5.207,2025,05,07,15,07,16,,
