Channel,Timestamp,Voltage,Year,Month,Day,Hour,Minute,Second,Elapsed
101,2025-04-27 15:29:39,3.917865,2025,04,27,15,29,39,0 days 00:05:49
101,2025-04-27 15:29:40,3.860828,2025,04,27,15,29,40,
101,2025-04-27 15:29:41,3.85863,2025,04,27,15,29,41,
101,2025-04-27 15:29:42,3.856854,2025,04,27,15,29,42,
101,2025-04-27 15:29:43,3.85533,2025,04,27,15,29,43,
101,2025-04-27 15:29:44,3.854012,2025,04,27,15,29,44,
101,2025-04-27 15:29:45,3.852827,2025,04,27,15,29,45,
101,2025-04-27 15:29:46,3.851768,2025,04,27,15,29,46,
101,2025-04-27 15:29:47,3.85082,2025,04,27,15,29,47,
101,2025-04-27 15:29:48,3.849946,2025,04,27,15,29,48,
101,2025-04-27 15:29:49,3.849143,2025,04,27,15,29,49,
101,2025-04-27 15:29:50,3.8484,2025,04,27,15,29,50,
101,2025-04-27 15:29:51,3.847698,2025,04,27,15,29,51,
101,2025-04-27 15:29:52,3.847052,2025,04,27,15,29,52,
101,2025-04-27 15:29:53,3.846442,2025,04,27,15,29,53,
101,2025-04-27 15:29:54,3.845852,2025,04,27,15,29,54,
101,2025-04-27 15:29:55,3.84531,2025,04,27,15,29,55,
101,2025-04-27 15:29:56,3.844786,2025,04,27,15,29,56,
101,2025-04-27 15:29:57,3.844291,2025,04,27,15,29,57,
101,2025-04-27 15:29:58,3.843807,2025,04,27,15,29,58,
101,2025-04-27 15:29:59,3.843351,2025,04,27,15,29,59,
101,2025-04-27 15:30:00,3.842909,2025,04,27,15,30,0,
101,2025-04-27 15:30:01,3.842483,2025,04,27,15,30,1,
101,2025-04-27 15:30:02,3.842065,2025,04,27,15,30,2,
101,2025-04-27 15:30:03,3.84167,2025,04,27,15,30,3,
101,2025-04-27 15:30:04,3.84128,2025,04,27,15,30,4,
101,2025-04-27 15:30:05,3.840909,2025,04,27,15,30,5,
101,2025-04-27 15:30:06,3.840545,2025,04,27,15,30,6,
101,2025-04-27 15:30:07,3.840183,2025,04,27,15,30,7,
101,2025-04-27 15:30:08,3.839844,2025,04,27,15,30,8,
101,2025-04-27 15:30:09,3.839498,2025,04,27,15,30,9,
101,2025-04-27 15:30:10,3.839172,2025,04,27,15,30,10,
101,2025-04-27 15:30:11,3.838845,2025,04,27,15,30,11,
101,2025-04-27 15:30:12,3.838524,2025,04,27,15,30,12,
101,2025-04-27 15:30:13,3.83821,2025,04,27,15,30,13,
101,2025-04-27 15:30:14,3.837903,2025,04,27,15,30,14,
101,2025-04-27 15:30:15,3.837601,2025,04,27,15,30,15,
101,2025-04-27 15:30:16,3.837307,2025,04,27,15,30,16,
101,2025-04-27 15:30:17,3.837005,2025,04,27,15,30,17,
101,2025-04-27 15:30:18,3.836719,2025,04,27,15,30,18,
101,2025-04-27 15:30:19,3.836446,2025,04,27,15,30,19,
101,2025-04-27 15:30:20,3.836158,2025,04,27,15,30,20,
101,2025-04-27 15:30:21,3.835885,2025,04,27,15,30,21,
101,2025-04-27 15:30:22,3.835611,2025,04,27,15,30,22,
101,2025-04-27 15:30:23,3.83535,2025,04,27,15,30,23,
101,2025-04-27 15:30:24,3.83508,2025,04,27,15,30,24,
101,2025-04-27 15:30:25,3.834823,2025,04,27,15,30,25,
101,2025-04-27 15:30:26,3.834561,2025,04,27,15,30,26,
101,2025-04-27 15:30:27,3.834313,2025,04,27,15,30,27,
101,2025-04-27 15:30:28,3.834063,2025,04,27,15,30,28,
101,2025-04-27 15:30:29,3.833818,2025,04,27,15,30,29,
101,2025-04-27 15:30:30,3.833569,2025,04,27,15,30,30,
101,2025-04-27 15:30:31,3.833337,2025,04,27,15,30,31,
101,2025-04-27 15:30:32,3.833099,2025,04,27,15,30,32,
101,2025-04-27 15:30:33,3.832868,2025,04,27,15,30,33,
101,2025-04-27 15:30:34,3.832634,2025,04,27,15,30,34,
101,2025-04-27 15:30:35,3.832409,2025,04,27,15,30,35,
101,2025-04-27 15:30:36,3.832182,2025,04,27,15,30,36,
101,2025-04-27 15:30:37,3.83197,2025,04,27,15,30,37,
101,2025-04-27 15:30:38,3.831742,2025,04,27,15,30,38,
101,2025-04-27 15:30:39,3.831531,2025,04,27,15,30,39,
101,2025-04-27 15:30:40,3.831309,2025,04,27,15,30,40,
101,2025-04-27 15:30:41,3.831097,2025,04,27,15,30,41,
